Date,Day,T.Max,Smx,T.Min,Smn,Rain,Srn,Evap,Sev,Radn,Ssl,VP,Svp,RHmaxT,RHminT,Date2,lat,long
20111129,333,31.4,25,19.5,25,0,25,6.5,25,27.5,42,24,25,52.2,100,29/11/2011,-17.95,145.3
20111130,334,30.8,25,21.3,25,2.2,25,5.7,25,24.4,42,24.7,25,55.6,97.5,30/11/2011,-17.95,145.3
20111201,335,29.8,25,21.1,25,0.1,25,4.6,25,26.2,42,24.8,25,59.1,99.2,1/12/2011,-17.95,145.3
20111202,336,30.9,25,20.2,25,0.1,25,7.4,25,28,42,24.7,25,55.3,100,2/12/2011,-17.95,145.3
20111203,337,28.4,25,20.3,25,0,25,3.9,25,18.4,42,24.2,25,62.6,100,3/12/2011,-17.95,145.3
20111204,338,26.5,25,20.1,25,0,25,4.4,25,13.1,42,24.8,25,71.6,100,4/12/2011,-17.95,145.3
20111205,339,29.1,25,19.6,25,22.3,25,4.3,25,18,42,26.1,25,64.8,100,5/12/2011,-17.95,145.3
20111206,340,30.8,25,19.5,25,10.8,25,3.6,25,26.1,42,26.2,25,59,100,6/12/2011,-17.95,145.3
20111207,341,31.1,25,20.4,25,0,25,6.1,25,30.4,42,23.7,25,52.5,98.9,7/12/2011,-17.95,145.3
20111208,342,33,25,17.7,25,0,25,6.5,25,31.5,42,17.7,25,35.2,87.4,8/12/2011,-17.95,145.3
20111209,343,32,25,18.5,25,0,25,6.4,25,29.7,42,24.7,25,51.9,100,9/12/2011,-17.95,145.3
20111210,344,31.5,25,21.8,25,0,25,6.2,25,27,42,26.1,25,56.5,100,10/12/2011,-17.95,145.3
20111211,345,31.9,25,21.4,25,0.2,25,6.1,25,22.9,42,24.5,25,51.8,96.2,11/12/2011,-17.95,145.3
20111212,346,32.2,25,21.3,25,1.5,25,5.3,25,18.5,42,26.8,25,55.7,100,12/12/2011,-17.95,145.3
20111213,347,34.4,25,20.7,25,2.6,25,5.9,25,26.5,42,25.5,25,46.9,100,13/12/2011,-17.95,145.3
20111214,348,32.6,25,20.3,25,0,25,5.8,25,25.2,42,25.7,25,52.3,100,14/12/2011,-17.95,145.3
20111215,349,29.9,25,21.9,25,14,25,5.1,25,26.3,42,26.1,25,61.9,99.4,15/12/2011,-17.95,145.3
20111216,350,29.7,25,20.7,25,1.2,25,4.8,25,19.8,42,25.2,25,60.4,100,16/12/2011,-17.95,145.3
20111217,351,28.1,25,21.4,25,1.6,25,5.4,25,14.6,42,23,25,60.5,90.3,17/12/2011,-17.95,145.3
20111218,352,26.9,25,21.1,25,0,25,3.9,25,13.9,42,23,25,64.9,92,18/12/2011,-17.95,145.3
20111219,353,28,25,20.1,25,0,25,4.4,25,17.1,42,23.2,25,61.4,98.7,19/12/2011,-17.95,145.3
20111220,354,28.4,25,20.1,25,0,25,4,25,20.5,42,22.8,25,58.9,97,20/12/2011,-17.95,145.3
20111221,355,29.6,25,19.2,25,0,25,5.9,25,28.1,42,21.5,25,51.9,96.7,21/12/2011,-17.95,145.3
20111222,356,29.7,25,18.9,25,0,25,6.2,25,29.2,42,20.2,25,48.4,92.6,22/12/2011,-17.95,145.3
20111223,357,30.4,25,19.7,25,0,25,5.9,25,21.5,42,22,25,50.7,95.9,23/12/2011,-17.95,145.3
20111224,358,31.7,25,20.1,25,0,25,5.7,25,24.1,42,24.7,25,52.8,100,24/12/2011,-17.95,145.3
20111225,359,31,25,20.6,25,0,25,5.6,25,26.2,42,25,25,55.6,100,25/12/2011,-17.95,145.3
20111226,360,31.9,25,21.2,25,4.7,25,5.9,25,24.7,42,25.4,25,53.7,100,26/12/2011,-17.95,145.3
20111227,361,32.9,25,21.6,25,36,25,5.3,25,21.4,42,26.5,25,53,100,27/12/2011,-17.95,145.3
20111228,362,26.6,25,21.1,25,31.2,25,1.2,25,10.1,42,25.3,25,72.7,100,28/12/2011,-17.95,145.3
20111229,363,25.8,25,20.3,25,20,25,3,25,9.6,42,24.8,25,74.7,100,29/12/2011,-17.95,145.3
20111230,364,28.3,25,18.3,25,10.8,25,6.3,25,19.2,42,22.3,25,58,100,30/12/2011,-17.95,145.3
20111231,365,29.4,25,20.7,25,0,25,7,25,27.4,42,20.5,25,50,84,31/12/2011,-17.95,145.3
20120101,1,29.1,25,19.6,25,0,25,6.5,25,28.3,42,22.3,25,55.4,97.8,1/01/2012,-17.95,145.3
20120102,2,29.3,25,18.6,25,0,25,7.4,25,30.8,42,19,25,46.6,88.7,2/01/2012,-17.95,145.3
20120103,3,29.3,25,18.3,25,0,25,6.8,25,29.4,42,17.6,25,43.2,83.7,3/01/2012,-17.95,145.3
20120104,4,28.9,25,17.7,25,0.1,25,6.2,25,22.3,42,21.7,25,54.5,100,4/01/2012,-17.95,145.3
20120105,5,30.9,25,17.4,25,0.1,25,6.8,25,31.5,42,20.4,25,45.7,100,5/01/2012,-17.95,145.3
20120106,6,31.7,25,16.6,25,0,25,6.6,25,30.8,42,19.3,25,41.3,100,6/01/2012,-17.95,145.3
20120107,7,32.2,25,18.7,25,0,25,6.6,25,29.7,42,22.8,25,47.4,100,7/01/2012,-17.95,145.3
20120108,8,31.6,25,19.7,25,0,25,7,25,29.8,42,22.7,25,48.8,99,8/01/2012,-17.95,145.3
20120109,9,31.9,25,20.2,25,0,25,6.8,25,27.8,42,24.6,25,52,100,9/01/2012,-17.95,145.3
20120110,10,32.1,25,21.1,25,0,25,5.1,25,26.7,42,26.1,25,54.6,100,10/01/2012,-17.95,145.3
20120111,11,31.6,25,20.7,25,0,25,6.9,25,29.5,42,24.2,25,52.1,99.2,11/01/2012,-17.95,145.3
20120112,12,33.3,25,20.3,25,0,25,6.2,25,28.6,42,24.4,25,47.7,100,12/01/2012,-17.95,145.3
20120113,13,30.6,25,20.3,25,0.1,25,6.8,25,28.9,42,22.4,25,51,94.1,13/01/2012,-17.95,145.3
20120114,14,29.3,25,21.3,25,0,25,4,25,16.9,42,25.6,25,62.8,100,14/01/2012,-17.95,145.3
20120115,15,29.8,25,20.9,25,15.3,25,2.2,25,23.5,42,24.9,25,59.4,100,15/01/2012,-17.95,145.3
20120116,16,28.8,25,20.1,25,28.4,25,2.4,25,19.6,42,25.2,25,63.7,100,16/01/2012,-17.95,145.3
20120117,17,27.9,25,20.5,25,12.1,25,5.1,25,14.2,42,25,25,66.5,100,17/01/2012,-17.95,145.3
20120118,18,27.5,25,20.8,25,28.4,25,3.2,25,17.5,42,25.6,25,69.7,100,18/01/2012,-17.95,145.3
20120119,19,28.4,25,20.2,25,9.6,25,3.9,25,22,42,24.7,25,63.9,100,19/01/2012,-17.95,145.3
20120120,20,29.7,25,21.1,25,0,25,5.2,25,25.9,42,24.4,25,58.5,97.6,20/01/2012,-17.95,145.3
20120121,21,29.3,25,20.6,25,0,25,4.9,25,27.4,42,25.6,25,62.8,100,21/01/2012,-17.95,145.3
20120122,22,30.3,25,21.2,25,0,25,5,25,25.4,42,25.4,25,58.8,100,22/01/2012,-17.95,145.3
20120123,23,28.3,25,20.7,25,0.3,25,4,25,20.2,42,24.8,25,64.5,100,23/01/2012,-17.95,145.3
20120124,24,29.1,25,20.6,25,20.2,25,5,25,20.9,42,25.8,25,64,100,24/01/2012,-17.95,145.3
20120125,25,26.9,25,20.3,25,61.4,25,2.7,25,11.6,42,25.1,25,70.8,100,25/01/2012,-17.95,145.3
20120126,26,28.3,25,20.7,25,10.5,25,3.3,25,14.6,42,26.6,25,69.2,100,26/01/2012,-17.95,145.3
20120127,27,29.9,25,20.8,25,1.7,25,5.3,25,23.6,42,26.3,25,62.3,100,27/01/2012,-17.95,145.3
20120128,28,30.2,25,21.9,25,2.9,25,4.2,25,18.6,42,26.5,25,61.7,100,28/01/2012,-17.95,145.3
20120129,29,31.9,25,21.9,25,5.8,25,5.4,25,27.4,42,27.2,25,57.5,100,29/01/2012,-17.95,145.3
20120130,30,31.3,25,22.8,25,0,25,4.3,25,25.5,42,28.1,25,61.5,100,30/01/2012,-17.95,145.3
20120131,31,29.3,25,22.2,25,8.2,25,3.4,25,23.3,42,28.5,25,69.9,100,31/01/2012,-17.95,145.3
20120201,32,28.7,25,21.8,25,2.3,25,4.6,25,21.4,42,28.1,25,71.4,100,1/02/2012,-17.95,145.3
20120202,33,29.8,25,21.8,25,2.2,25,4.6,25,20,42,27.7,25,66,100,2/02/2012,-17.95,145.3
20120203,34,28.8,25,22,25,1.8,25,5.3,25,14.9,42,27.2,25,68.7,100,3/02/2012,-17.95,145.3
20120204,35,25.9,25,19.9,25,17.1,25,3.4,25,5.2,42,19.2,25,57.5,82.7,4/02/2012,-17.95,145.3
20120205,36,30.5,25,19.4,25,1.4,25,4.6,25,27.2,42,22.8,25,52.2,100,5/02/2012,-17.95,145.3
20120206,37,31.1,25,21.1,25,0.2,25,5.5,25,27.6,42,27.7,25,61.3,100,6/02/2012,-17.95,145.3
20120207,38,32.1,25,20.3,25,0.1,25,4.7,25,26.4,42,27.2,25,56.9,100,7/02/2012,-17.95,145.3
20120208,39,31.8,25,20.7,25,8.7,25,5.8,25,28.8,42,25,25,53.2,100,8/02/2012,-17.95,145.3
20120209,40,30.7,25,20.2,25,0,25,5.4,25,24.6,42,24.2,25,54.8,100,9/02/2012,-17.95,145.3
20120210,41,30.7,25,20.6,25,9.4,25,5.2,25,26,42,23.6,25,53.4,97.3,10/02/2012,-17.95,145.3
20120211,42,29.8,25,20.9,25,0,25,4.8,25,19.7,42,24.4,25,58.2,98.8,11/02/2012,-17.95,145.3
20120212,43,30.6,25,20,25,0,25,5.5,25,23.1,42,25,25,56.9,100,12/02/2012,-17.95,145.3
20120213,44,30.7,25,19.3,25,0,25,6.7,25,29.1,42,23.4,25,53,100,13/02/2012,-17.95,145.3
20120214,45,30.1,25,19.4,25,0,25,5.8,25,29.2,42,23.6,25,55.3,100,14/02/2012,-17.95,145.3
20120215,46,29.5,25,19.6,25,0.5,25,5.7,25,28.1,42,23.6,25,57.2,100,15/02/2012,-17.95,145.3
20120216,47,28.9,25,20,25,1.2,25,5.2,25,17.5,42,23.5,25,59,100,16/02/2012,-17.95,145.3
20120217,48,29.8,25,20.1,25,1.4,25,6.3,25,27.7,42,20.9,25,49.8,88.9,17/02/2012,-17.95,145.3
20120218,49,30.1,25,20,25,0,25,6.4,25,26.2,42,22.3,25,52.3,95.4,18/02/2012,-17.95,145.3
20120219,50,30.4,25,20.6,25,0,25,5.9,25,24,42,23.7,25,54.6,97.7,19/02/2012,-17.95,145.3
20120220,51,29.3,25,20.3,25,0,25,3.6,25,21.7,42,24.9,25,61.1,100,20/02/2012,-17.95,145.3
20120221,52,29,25,20.9,25,0,25,3.1,25,16.6,42,24.8,25,61.9,100,21/02/2012,-17.95,145.3
20120222,53,29.7,25,18.8,25,3.7,25,4.7,25,21.4,42,24.3,25,58.3,100,22/02/2012,-17.95,145.3
20120223,54,29,25,21,25,38,25,5.5,25,20.4,42,25.3,25,63.2,100,23/02/2012,-17.95,145.3
20120224,55,29,25,20.7,25,4.2,25,5.3,25,20,42,24.4,25,60.9,100,24/02/2012,-17.95,145.3
20120225,56,28.5,25,21,25,0,25,4.2,25,17.5,42,25.4,25,65.3,100,25/02/2012,-17.95,145.3
20120226,57,28.7,25,21.5,25,0.9,25,4.5,25,20.7,42,25.5,25,64.8,99.5,26/02/2012,-17.95,145.3
20120227,58,26.7,25,21,25,6.9,25,3.1,25,7.7,42,24.6,25,70.2,99,27/02/2012,-17.95,145.3
20120228,59,28.1,25,20.2,25,8.8,25,4.2,25,23.1,42,24.5,25,64.5,100,28/02/2012,-17.95,145.3
20120229,60,27.7,25,21.1,25,9.4,25,4.8,25,7.1,42,26.2,25,70.5,100,29/02/2012,-17.95,145.3
20120301,61,28.5,25,20.5,25,1,25,4.6,25,26.7,42,25.6,25,65.8,100,1/03/2012,-17.95,145.3
20120302,62,28.2,25,20.8,25,3.3,25,3.5,25,24.9,42,26,25,68,100,2/03/2012,-17.95,145.3
20120303,63,28.8,25,20.2,25,1.7,25,4.7,25,21.5,42,25.8,25,65.2,100,3/03/2012,-17.95,145.3
20120304,64,29.6,25,20.5,25,1.6,25,5.4,25,30.5,42,25.4,25,61.3,100,4/03/2012,-17.95,145.3
20120305,65,29.6,25,19.6,25,0.1,25,3.9,25,10.7,42,25.3,25,61,100,5/03/2012,-17.95,145.3
20120306,66,30,25,20.4,25,4.3,25,4.3,25,28.1,42,26.1,25,61.5,100,6/03/2012,-17.95,145.3
20120307,67,29.4,25,19.5,25,0,25,4.1,25,17.3,42,24.4,25,59.5,100,7/03/2012,-17.95,145.3
20120308,68,27.1,25,20.5,25,0.7,25,3.2,25,6.5,42,24.7,25,68.9,100,8/03/2012,-17.95,145.3
20120309,69,28.2,25,20.3,25,0,25,4.6,25,18,42,25.9,25,67.7,100,9/03/2012,-17.95,145.3
20120310,70,27,25,20.9,25,6.7,25,3.2,25,15.6,42,24.7,25,69.3,100,10/03/2012,-17.95,145.3
20120311,71,26.5,25,20.1,25,2.9,25,3.1,25,13.1,42,23.6,25,68.2,100,11/03/2012,-17.95,145.3
20120312,72,27.4,25,20,25,0,25,4.6,25,14.3,42,22.4,25,61.4,95.8,12/03/2012,-17.95,145.3
20120313,73,26.8,25,21.2,25,0.9,25,4.5,25,23.1,42,22.4,25,63.6,89,13/03/2012,-17.95,145.3
20120314,74,26.1,25,21.1,25,0.1,25,2.7,25,9.3,42,24.6,25,72.8,98.4,14/03/2012,-17.95,145.3
20120315,75,24.9,25,20.7,25,1.2,25,1.2,25,4.3,42,25.4,25,80.7,100,15/03/2012,-17.95,145.3
20120316,76,25.1,25,21,25,43.8,25,1.5,25,11,42,26,25,81.6,100,16/03/2012,-17.95,145.3
20120317,77,25.9,25,21.4,25,15.6,25,2,25,14.4,42,26.6,25,79.6,100,17/03/2012,-17.95,145.3
20120318,78,24.8,25,21.6,25,4.5,25,2.1,25,3.9,42,27.5,25,87.9,100,18/03/2012,-17.95,145.3
20120319,79,24.2,25,21.6,25,6.9,25,2.2,25,3.4,42,27,25,89.4,100,19/03/2012,-17.95,145.3
20120320,80,25.7,25,21,25,32,25,1.3,25,9.3,42,27.6,25,83.6,100,20/03/2012,-17.95,145.3
20120321,81,28.6,25,20.7,25,2.4,25,3.4,25,16.5,42,25,25,63.9,100,21/03/2012,-17.95,145.3
20120322,82,29.2,25,19.9,25,1.8,25,3.8,25,25.1,42,24,25,59.2,100,22/03/2012,-17.95,145.3
20120323,83,28.5,25,19,25,0,25,4.6,25,21.8,42,23.9,25,61.4,100,23/03/2012,-17.95,145.3
20120324,84,27.6,25,20.3,25,0.3,25,3.9,25,14.8,42,25.2,25,68.3,100,24/03/2012,-17.95,145.3
20120325,85,27.4,25,21.1,25,1.8,25,4.1,25,4,42,25.2,25,69.1,100,25/03/2012,-17.95,145.3
20120326,86,24.5,25,20.9,25,1.3,25,3.5,25,8.4,42,25.5,25,83,100,26/03/2012,-17.95,145.3
20120327,87,26.3,25,20.2,25,3.7,25,3.9,25,10.6,42,22.7,25,66.4,95.9,27/03/2012,-17.95,145.3
20120328,88,26.4,25,18.9,25,1.6,25,3.8,25,28.1,42,18.5,25,53.8,84.8,28/03/2012,-17.95,145.3
20120329,89,27.4,25,18.4,25,0.1,25,6.2,25,27.5,42,18.8,25,51.5,88.9,29/03/2012,-17.95,145.3
20120330,90,27.7,25,16.1,25,0,25,5.7,25,27.3,42,19.2,25,51.7,100,30/03/2012,-17.95,145.3
20120331,91,28.6,25,15.4,25,0,25,6,25,27.5,42,19.3,25,49.3,100,31/03/2012,-17.95,145.3
20120401,92,28.4,25,16.2,25,0,25,5.8,25,25.6,42,19.5,25,50.4,100,1/04/2012,-17.95,145.3
20120402,93,27.9,25,15.2,25,0,25,4.9,25,25.3,42,19.2,25,51.1,100,2/04/2012,-17.95,145.3
20120403,94,29.3,25,14.7,25,0,25,5.9,25,26.2,42,18.3,25,44.9,100,3/04/2012,-17.95,145.3
20120404,95,29.8,25,14.2,25,0,25,5.6,25,25.7,42,15.7,25,37.4,97,4/04/2012,-17.95,145.3
20120405,96,28.7,25,16.1,25,0,25,5.2,25,25.2,42,18.5,25,47,100,5/04/2012,-17.95,145.3
20120406,97,27.2,25,16.5,25,0,25,4.3,25,18.9,42,20.6,25,57.1,100,6/04/2012,-17.95,145.3
20120407,98,27.9,25,16,25,0.1,25,4.8,25,19.2,42,21,25,55.9,100,7/04/2012,-17.95,145.3
20120408,99,27.1,25,16.3,25,0.2,25,5.7,25,24.7,42,20,25,55.8,100,8/04/2012,-17.95,145.3
20120409,100,27.1,25,14.8,25,0,25,4.5,25,24.4,42,19.8,25,55.2,100,9/04/2012,-17.95,145.3
20120410,101,26.9,25,15.6,25,0,25,3.2,25,13.7,42,21.2,25,59.8,100,10/04/2012,-17.95,145.3
20120411,102,26.2,25,16.7,25,0.9,25,5.3,25,12.5,42,19.5,25,57.3,100,11/04/2012,-17.95,145.3
20120412,103,24.5,25,18.5,25,8.9,25,4.1,25,9.1,42,20.7,25,67.3,97.2,12/04/2012,-17.95,145.3
20120413,104,25.8,25,19,25,7.1,25,4.9,25,16.2,42,20.4,25,61.4,92.9,13/04/2012,-17.95,145.3
20120414,105,24.9,25,18.9,25,2.7,25,4.2,25,11.2,42,20.3,25,64.5,93,14/04/2012,-17.95,145.3
20120415,106,26.2,25,20.7,25,0.8,25,3.6,25,12.8,42,20.9,25,61.5,85.6,15/04/2012,-17.95,145.3
20120416,107,25.7,25,20.4,25,1.5,25,5.2,25,12.3,42,21.9,25,66.3,91.4,16/04/2012,-17.95,145.3
20120417,108,27.2,25,18.6,25,0.4,25,3.7,25,19.5,42,21.1,25,58.5,98.5,17/04/2012,-17.95,145.3
20120418,109,27,25,18.5,25,0,25,4.9,25,21,42,21.7,25,60.9,100,18/04/2012,-17.95,145.3
20120419,110,27.4,25,17,25,0,25,3.6,25,20.4,42,21.5,25,58.9,100,19/04/2012,-17.95,145.3
20120420,111,28.6,25,18.5,25,0.2,25,4.5,25,19.9,42,21.6,25,55.2,100,20/04/2012,-17.95,145.3
20120421,112,28.3,25,17.8,25,0,25,5,25,22.3,42,21.9,25,56.9,100,21/04/2012,-17.95,145.3
20120422,113,28.1,25,14.4,25,0,25,5.7,25,23.1,42,15.5,25,40.8,94.5,22/04/2012,-17.95,145.3
20120423,114,27.5,25,14.1,25,0,25,4.1,25,23.1,42,18.2,25,49.6,100,23/04/2012,-17.95,145.3
20120424,115,27.6,25,13.9,25,0,25,3.9,25,22.7,42,18.4,25,49.8,100,24/04/2012,-17.95,145.3
20120425,116,27.3,25,15.9,25,0,25,3.5,25,19.7,42,18.9,25,52.1,100,25/04/2012,-17.95,145.3
20120426,117,25.6,25,18,25,0,25,4.9,25,12.1,42,20.5,25,62.5,99.4,26/04/2012,-17.95,145.3
20120427,118,22.9,25,18,25,0.2,25,1.7,25,7.9,42,21.8,25,78.1,100,27/04/2012,-17.95,145.3
20120428,119,24.2,25,18,25,7.1,25,3.3,25,13.4,42,20.5,25,67.9,99.4,28/04/2012,-17.95,145.3
20120429,120,25.8,25,18,25,7.2,25,4.1,25,15.1,42,21.1,25,63.5,100,29/04/2012,-17.95,145.3
20120430,121,26.3,25,19.2,25,0.5,25,3.4,25,8.7,42,21.4,25,62.6,96.2,30/04/2012,-17.95,145.3
20120501,122,26.6,25,19.7,25,0,25,4.7,25,18.2,42,21.4,25,61.5,93.3,1/05/2012,-17.95,145.3
20120502,123,25.5,25,18.7,25,0.2,25,2.5,25,16.1,42,20.7,25,63.4,96,2/05/2012,-17.95,145.3
20120503,124,26.1,25,16,25,0.8,25,3.4,25,20.2,42,19.6,25,58,100,3/05/2012,-17.95,145.3
20120504,125,26.4,25,15.5,25,0,25,6.1,25,22.5,42,19.5,25,56.7,100,4/05/2012,-17.95,145.3
20120505,126,25.9,25,14.2,25,0,25,4.5,25,21.9,42,18.3,25,54.8,100,5/05/2012,-17.95,145.3
20120506,127,25.6,25,13.5,25,0,25,4.6,25,19.8,42,17.4,25,53,100,6/05/2012,-17.95,145.3
20120507,128,25.7,25,12.8,25,0,25,4.4,25,20.8,42,17.1,25,51.8,100,7/05/2012,-17.95,145.3
20120508,129,25.8,25,13.7,25,0.2,25,4.6,25,20.3,42,17.9,25,53.9,100,8/05/2012,-17.95,145.3
20120509,130,25.4,25,14.4,25,0,25,4.5,25,19.9,42,17.9,25,55.2,100,9/05/2012,-17.95,145.3
20120510,131,25.1,25,16.6,25,0,25,4.8,25,15.1,42,17.8,25,55.9,94.3,10/05/2012,-17.95,145.3
20120511,132,25.1,25,15.8,25,0.2,25,4.7,25,13.4,42,18.8,25,59,100,11/05/2012,-17.95,145.3
20120512,133,24.2,25,17.5,25,0.3,25,4.1,25,13.9,42,19.3,25,63.9,96.6,12/05/2012,-17.95,145.3
20120513,134,25.5,25,16.2,25,0.1,25,3.2,25,15.7,42,19.9,25,61,100,13/05/2012,-17.95,145.3
20120514,135,25,25,15.5,25,0.2,25,4.1,25,20.3,42,16.9,25,53.4,96,14/05/2012,-17.95,145.3
20120515,136,24.1,25,14.3,25,0,25,5.2,25,15.3,42,16,25,53.3,98.2,15/05/2012,-17.95,145.3
20120516,137,23.3,25,13.2,25,0,25,4,25,20,42,13.9,25,48.6,91.7,16/05/2012,-17.95,145.3
20120517,138,23.6,25,12.2,25,0,25,3.6,25,11.2,42,17,25,58.4,100,17/05/2012,-17.95,145.3
20120518,139,24.7,25,17.8,25,2.5,25,3.4,25,10.7,42,19,25,61.1,93.3,18/05/2012,-17.95,145.3
20120519,140,24.1,25,16.1,25,1.5,25,4.9,25,16.5,42,18.8,25,62.6,100,19/05/2012,-17.95,145.3
20120520,141,23.8,25,15.5,25,1,25,5.5,25,13.8,42,16.4,25,55.6,93.2,20/05/2012,-17.95,145.3
20120521,142,21.3,25,17.2,25,7,25,2.1,25,8.5,42,19.7,25,77.8,100,21/05/2012,-17.95,145.3
20120522,143,23.7,25,16.8,25,4.7,25,4.1,25,13,42,19,25,64.9,99.4,22/05/2012,-17.95,145.3
20120523,144,22.4,25,18.2,25,3.5,25,1.2,25,7.2,42,20.2,25,74.6,96.7,23/05/2012,-17.95,145.3
20120524,145,24.7,25,18.9,25,1.7,25,4.9,25,12.4,42,22.6,25,72.7,100,24/05/2012,-17.95,145.3
20120525,146,17.2,25,15,25,9.1,25,0.4,25,7.3,42,17,25,86.7,99.8,25/05/2012,-17.95,145.3
20120526,147,19,25,14.3,25,6.2,25,1.9,25,9.9,42,15.4,25,70.1,94.5,26/05/2012,-17.95,145.3
20120527,148,20.6,25,14.6,25,0,25,3.8,25,17.6,42,14.9,25,61.4,89.7,27/05/2012,-17.95,145.3
20120528,149,20.6,25,12.7,25,0.1,25,4.9,25,18.5,42,9.4,25,38.8,64.1,28/05/2012,-17.95,145.3
20120529,150,20.7,25,11.1,25,0,25,2.5,25,14.3,42,11.1,25,45.5,84.1,29/05/2012,-17.95,145.3
20120530,151,20.1,25,15.4,25,1,25,2.5,25,6.4,42,17.3,25,73.6,98.9,30/05/2012,-17.95,145.3
20120531,152,20.5,25,17.2,25,12.5,25,2.3,25,7.5,42,18.8,25,78,95.9,31/05/2012,-17.95,145.3
20120601,153,21.1,25,16.8,25,9.8,25,0.6,25,12.8,42,19.9,25,79.6,100,1/06/2012,-17.95,145.3
20120602,154,22.5,25,17.3,25,7.7,25,1.9,25,9.3,42,20.7,25,76,100,2/06/2012,-17.95,145.3
20120603,155,25,25,12.4,25,0.9,25,3.4,25,17.6,42,17.8,25,56.2,100,3/06/2012,-17.95,145.3
20120604,156,23.3,25,11,25,0,25,3.4,25,18.9,42,15,25,52.5,100,4/06/2012,-17.95,145.3
20120605,157,22.5,25,10.3,25,0,25,3.4,25,18.8,42,13.4,25,49.2,100,5/06/2012,-17.95,145.3
20120606,158,21.5,25,8.7,25,0,25,3.5,25,18.8,42,11.4,25,44.5,100,6/06/2012,-17.95,145.3
20120607,159,20.6,25,7.8,25,0,25,2.9,25,18.7,42,11.8,25,48.7,100,7/06/2012,-17.95,145.3
20120608,160,21.7,25,8.1,25,0,25,4.6,25,18.7,42,12.9,25,49.7,100,8/06/2012,-17.95,145.3
20120609,161,22.8,25,9.3,25,0,25,3.4,25,18.5,42,13.5,25,48.7,100,9/06/2012,-17.95,145.3
20120610,162,23.2,25,9.6,25,0,25,3.6,25,18.2,42,14.1,25,49.6,100,10/06/2012,-17.95,145.3
20120611,163,22.8,25,9.8,25,0,25,3.8,25,18.5,42,13.3,25,47.9,100,11/06/2012,-17.95,145.3
20120612,164,22.7,25,7.8,25,0,25,3.5,25,18.4,42,11.9,25,43.2,100,12/06/2012,-17.95,145.3
20120613,165,23,25,7.1,25,0,25,3.5,25,18.4,42,10.9,25,38.8,100,13/06/2012,-17.95,145.3
20120614,166,23,25,6.3,25,0,25,3.4,25,18.4,42,11.3,25,40.2,100,14/06/2012,-17.95,145.3
20120615,167,22,25,7.8,25,0,25,3.6,25,18,42,14,25,53,100,15/06/2012,-17.95,145.3
20120616,168,23.6,25,10.2,25,0,25,2.4,25,17.4,42,15.3,25,52.5,100,16/06/2012,-17.95,145.3
20120617,169,23.5,25,11.6,25,0,25,4.3,25,17.8,42,17.1,25,59.1,100,17/06/2012,-17.95,145.3
20120618,170,22.4,25,11.6,25,0,25,4,25,15,42,15.3,25,56.5,100,18/06/2012,-17.95,145.3
20120619,171,21,25,10.9,25,0,25,4.2,25,18.1,42,13,25,52.3,99.8,19/06/2012,-17.95,145.3
20120620,172,21,25,6.9,25,0,25,3.5,25,18.2,42,11,25,44.3,100,20/06/2012,-17.95,145.3
20120621,173,22.1,25,9.8,25,0,25,4.3,25,15.3,42,15.4,25,57.9,100,21/06/2012,-17.95,145.3
20120622,174,24.1,25,11.9,25,0,25,2.2,25,13.9,42,17.5,25,58.3,100,22/06/2012,-17.95,145.3
20120623,175,22.7,25,13.4,25,0.1,25,4.2,25,17.9,42,14.9,25,54,97,23/06/2012,-17.95,145.3
20120624,176,21.3,25,11.6,25,0,25,3.8,25,16.8,42,14,25,55.3,100,24/06/2012,-17.95,145.3
20120625,177,21.8,25,13.2,25,0.2,25,2.7,25,12.2,42,15.7,25,60.1,100,25/06/2012,-17.95,145.3
20120626,178,22.8,25,15.2,25,0.6,25,2.7,25,13.6,42,18.6,25,67,100,26/06/2012,-17.95,145.3
20120627,179,24.1,25,16.7,25,0.5,25,2.4,25,14.3,42,20.8,25,69.3,100,27/06/2012,-17.95,145.3
20120628,180,24.2,25,16.6,25,1.9,25,2.4,25,16.1,42,19.8,25,65.6,100,28/06/2012,-17.95,145.3
20120629,181,24.7,25,16,25,0.1,25,2.8,25,14.9,42,19.9,25,64,100,29/06/2012,-17.95,145.3
20120630,182,24.5,25,15.8,25,0,25,3.7,25,15.9,42,19.6,25,63.8,100,30/06/2012,-17.95,145.3
20120701,183,23.4,25,15.5,25,0,25,4.2,25,11.6,42,18.7,25,65,100,1/07/2012,-17.95,145.3
20120702,184,22,25,12.5,25,0,25,3.8,25,19.3,42,11.1,25,42,76.6,2/07/2012,-17.95,145.3
20120703,185,20.2,25,12.4,25,0,25,4.1,25,17.4,42,11.5,25,48.6,79.9,3/07/2012,-17.95,145.3
20120704,186,18.9,25,8.9,25,0.1,25,4.2,25,19.4,42,7.8,25,35.7,68.4,4/07/2012,-17.95,145.3
20120705,187,19.1,25,6.6,25,0,25,4.4,25,18.6,42,8.1,25,36.7,83.2,5/07/2012,-17.95,145.3
20120706,188,19.6,25,12.3,25,0,25,5.2,25,12.7,42,12.1,25,53.1,84.6,6/07/2012,-17.95,145.3
20120707,189,20.9,25,14.3,25,0,25,4,25,8.5,42,16,25,64.8,98.2,7/07/2012,-17.95,145.3
20120708,190,20.9,25,16.3,25,0.3,25,3.4,25,9.2,42,17,25,68.8,91.8,8/07/2012,-17.95,145.3
